Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,3749.770020,3749.770020,3749.770020,3749.770020,3749.770020,0
2023-05-31,3710.479980,3710.479980,3710.479980,3710.479980,3710.479980,0
2023-06-01,3674.399902,3674.399902,3674.399902,3674.399902,3674.399902,0
2023-06-02,3694.260010,3694.260010,3694.260010,3694.260010,3694.260010,0
2023-06-05,3747.659912,3747.659912,3747.659912,3747.659912,3747.659912,0
2023-06-06,3737.510010,3737.510010,3737.510010,3737.510010,3737.510010,0
2023-06-07,3718.030029,3718.030029,3718.030029,3718.030029,3718.030029,0
2023-06-08,3689.739990,3689.739990,3689.739990,3689.739990,3689.739990,0
2023-06-09,3656.790039,3656.790039,3656.790039,3656.790039,3656.790039,0
2023-06-12,3697.969971,3697.969971,3697.969971,3697.969971,3697.969971,0
2023-06-13,3698.679932,3698.679932,3698.679932,3698.679932,3698.679932,0
2023-06-14,3700.510010,3700.510010,3700.510010,3700.510010,3700.510010,0
2023-06-15,3706.760010,3706.760010,3706.760010,3706.760010,3706.760010,0
2023-06-16,3748.439941,3748.439941,3748.439941,3748.439941,3748.439941,0
2023-06-19,3730.260010,3730.260010,3730.260010,3730.260010,3730.260010,0
2023-06-20,3733.060059,3733.060059,3733.060059,3733.060059,3733.060059,0
2023-06-21,3739.580078,3739.580078,3739.580078,3739.580078,3739.580078,0
2023-06-22,3684.199951,3684.199951,3684.199951,3684.199951,3684.199951,0
2023-06-23,null,null,null,null,null,null
2023-06-26,3720.120117,3720.120117,3720.120117,3720.120117,3720.120117,0
2023-06-27,3706.850098,3706.850098,3706.850098,3706.850098,3706.850098,0
2023-06-28,3736.889893,3736.889893,3736.889893,3736.889893,3736.889893,0
2023-06-29,3761.820068,3761.820068,3761.820068,3761.820068,3761.820068,0
2023-06-30,3772.179932,3772.179932,3772.179932,3772.179932,3772.179932,0
2023-07-03,3790.290039,3790.290039,3790.290039,3790.290039,3790.290039,0
2023-07-04,3764.689941,3764.689941,3764.689941,3764.689941,3764.689941,0
2023-07-05,3753.219971,3753.219971,3753.219971,3753.219971,3753.219971,0
2023-07-06,3727.149902,3727.149902,3727.149902,3727.149902,3727.149902,0
2023-07-07,3712.899902,3712.899902,3712.899902,3712.899902,3712.899902,0
2023-07-10,3689.409912,3689.409912,3689.409912,3689.409912,3689.409912,0
2023-07-11,3671.270020,3671.270020,3671.270020,3671.270020,3671.270020,0
2023-07-12,3679.120117,3679.120117,3679.120117,3679.120117,3679.120117,0
2023-07-13,3706.320068,3706.320068,3706.320068,3706.320068,3706.320068,0
2023-07-14,3724.669922,3724.669922,3724.669922,3724.669922,3724.669922,0
2023-07-17,3720.530029,3720.530029,3720.530029,3720.530029,3720.530029,0
2023-07-18,3710.889893,3710.889893,3710.889893,3710.889893,3710.889893,0
2023-07-19,3786.590088,3786.590088,3786.590088,3786.590088,3786.590088,0
2023-07-20,3782.620117,3782.620117,3782.620117,3782.620117,3782.620117,0
2023-07-21,3790.129883,3790.129883,3790.129883,3790.129883,3790.129883,0
2023-07-24,3792.550049,3792.550049,3792.550049,3792.550049,3792.550049,0
2023-07-25,3797.729980,3797.729980,3797.729980,3797.729980,3797.729980,0
2023-07-26,3750.120117,3750.120117,3750.120117,3750.120117,3750.120117,0
2023-07-27,3797.760010,3797.760010,3797.760010,3797.760010,3797.760010,0
2023-07-28,3766.189941,3766.189941,3766.189941,3766.189941,3766.189941,0
2023-07-31,3809.899902,3809.899902,3809.899902,3809.899902,3809.899902,0
2023-08-01,3799.810059,3799.810059,3799.810059,3799.810059,3799.810059,0
2023-08-02,3770.570068,3770.570068,3770.570068,3770.570068,3770.570068,0
2023-08-03,3779.540039,3779.540039,3779.540039,3779.540039,3779.540039,0
2023-08-04,3763.189941,3763.189941,3763.189941,3763.189941,3763.189941,0
2023-08-07,3747.419922,3747.419922,3747.419922,3747.419922,3747.419922,0
2023-08-08,3803.840088,3803.840088,3803.840088,3803.840088,3803.840088,0
2023-08-09,3805.889893,3805.889893,3805.889893,3805.889893,3805.889893,0
2023-08-10,3804.419922,3804.419922,3804.419922,3804.419922,3804.419922,0
2023-08-11,3797.459961,3797.459961,3797.459961,3797.459961,3797.459961,0
2023-08-14,3796.810059,3796.810059,3796.810059,3796.810059,3796.810059,0
2023-08-15,null,null,null,null,null,null
2023-08-16,3755.870117,3755.870117,3755.870117,3755.870117,3755.870117,0
2023-08-17,3726.120117,3726.120117,3726.120117,3726.120117,3726.120117,0
2023-08-18,3670.409912,3670.409912,3670.409912,3670.409912,3670.409912,0
2023-08-21,3697.449951,3697.449951,3697.449951,3697.449951,3697.449951,0
2023-08-22,3689.909912,3689.909912,3689.909912,3689.909912,3689.909912,0
2023-08-23,3715.659912,3715.659912,3715.659912,3715.659912,3715.659912,0
2023-08-24,3748.169922,3748.169922,3748.169922,3748.169922,3748.169922,0
2023-08-25,3709.409912,3709.409912,3709.409912,3709.409912,3709.409912,0
2023-08-29,3759.020020,3759.020020,3759.020020,3759.020020,3759.020020,0
2023-08-30,3787.120117,3787.120117,3787.120117,3787.120117,3787.120117,0
2023-08-31,3780.850098,3780.850098,3780.850098,3780.850098,3780.850098,0
2023-09-01,3769.959961,3769.959961,3769.959961,3769.959961,3769.959961,0
2023-09-04,3793.239990,3793.239990,3793.239990,3793.239990,3793.239990,0
2023-09-05,3790.800049,3790.800049,3790.800049,3790.800049,3790.800049,0
2023-09-06,3769.989990,3769.989990,3769.989990,3769.989990,3769.989990,0
2023-09-07,3772.310059,3772.310059,3772.310059,3772.310059,3772.310059,0
2023-09-08,3770.370117,3770.370117,3770.370117,3770.370117,3770.370117,0
2023-09-11,3788.830078,3788.830078,3788.830078,3788.830078,3788.830078,0
2023-09-12,3802.699951,3802.699951,3802.699951,3802.699951,3802.699951,0
2023-09-13,3755.360107,3755.360107,3755.360107,3755.360107,3755.360107,0
2023-09-14,3787.179932,3787.179932,3787.179932,3787.179932,3787.179932,0
2023-09-15,3833.560059,3833.560059,3833.560059,3833.560059,3833.560059,0
2023-09-18,3775.820068,3775.820068,3775.820068,3775.820068,3775.820068,0
2023-09-19,3777.050049,3777.050049,3777.050049,3777.050049,3777.050049,0
2023-09-20,3791.610107,3791.610107,3791.610107,3791.610107,3791.610107,0
2023-09-21,3772.479980,3772.479980,3772.479980,3772.479980,3772.479980,0
2023-09-22,3745.530029,3745.530029,3745.530029,3745.530029,3745.530029,0
2023-09-25,3715.659912,3715.659912,3715.659912,3715.659912,3715.659912,0
2023-09-26,3714.439941,3714.439941,3714.439941,3714.439941,3714.439941,0
2023-09-27,3700.070068,3700.070068,3700.070068,3700.070068,3700.070068,0
2023-09-28,3663.929932,3663.929932,3663.929932,3663.929932,3663.929932,0
2023-09-29,3708.010010,3708.010010,3708.010010,3708.010010,3708.010010,0
2023-10-02,3700.830078,3700.830078,3700.830078,3700.830078,3700.830078,0
2023-10-03,3723.030029,3723.030029,3723.030029,3723.030029,3723.030029,0
2023-10-04,3652.939941,3652.939941,3652.939941,3652.939941,3652.939941,0
2023-10-05,null,null,null,null,null,null
2023-10-06,3661.770020,3661.770020,3661.770020,3661.770020,3661.770020,0
2023-10-09,3673.560059,3673.560059,3673.560059,3673.560059,3673.560059,0
2023-10-10,3684.219971,3684.219971,3684.219971,3684.219971,3684.219971,0
2023-10-11,3706.310059,3706.310059,3706.310059,3706.310059,3706.310059,0
2023-10-12,3714.989990,3714.989990,3714.989990,3714.989990,3714.989990,0
2023-10-13,3666.389893,3666.389893,3666.389893,3666.389893,3666.389893,0
2023-10-16,3690.199951,3690.199951,3690.199951,3690.199951,3690.199951,0
2023-10-17,3717.479980,3717.479980,3717.479980,3717.479980,3717.479980,0
2023-10-18,3712.449951,3712.449951,3712.449951,3712.449951,3712.449951,0
