Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,142.199997,142.199997,142.199997,142.199997,142.199997,0
2018-01-03,143.800003,143.800003,143.800003,143.800003,143.800003,0
2018-01-04,145.899994,145.899994,145.899994,145.899994,145.899994,0
2018-01-05,146.600006,146.600006,146.600006,146.600006,146.600006,0
2018-01-08,146.899994,146.899994,146.899994,146.899994,146.899994,0
2018-01-09,147.600006,147.600006,147.600006,147.600006,147.600006,0
2018-01-10,148.100006,148.100006,148.100006,148.100006,148.100006,0
2018-01-11,147.100006,147.100006,147.100006,147.100006,147.100006,0
2018-01-12,146.300003,146.300003,146.300003,146.300003,146.300003,0
2018-01-15,146.000000,146.000000,146.000000,146.000000,146.000000,0
2018-01-16,146.500000,146.500000,146.500000,146.500000,146.500000,0
2018-01-17,146.199997,146.199997,146.199997,146.199997,146.199997,0
2018-01-18,146.399994,146.399994,146.399994,146.399994,146.399994,0
2018-01-19,146.600006,146.600006,146.600006,146.600006,146.600006,0
2018-01-22,147.600006,147.600006,147.600006,147.600006,147.600006,0
2018-01-23,148.500000,148.500000,148.500000,148.500000,148.500000,0
2018-01-24,147.199997,147.199997,147.199997,147.199997,147.199997,0
2018-01-25,145.100006,145.100006,145.100006,145.100006,145.100006,0
2018-01-26,145.800003,145.800003,145.800003,145.800003,145.800003,0
2018-01-29,147.699997,147.699997,147.699997,147.699997,147.699997,0
2018-01-30,146.500000,146.500000,146.500000,146.500000,146.500000,0
2018-01-31,145.600006,145.600006,145.600006,145.600006,145.600006,0
2018-02-01,144.699997,144.699997,144.699997,144.699997,144.699997,0
2018-02-02,144.600006,144.600006,144.600006,144.600006,144.600006,0
2018-02-05,142.100006,142.100006,142.100006,142.100006,142.100006,0
2018-02-06,138.300003,138.300003,138.300003,138.300003,138.300003,0
2018-02-07,140.199997,140.199997,140.199997,140.199997,140.199997,0
2018-02-08,141.100006,141.100006,141.100006,141.100006,141.100006,0
2018-02-09,137.500000,137.500000,137.500000,137.500000,137.500000,0
2018-02-12,140.600006,140.600006,140.600006,140.600006,140.600006,0
2018-02-13,141.199997,141.199997,141.199997,141.199997,141.199997,0
2018-02-14,142.199997,142.199997,142.199997,142.199997,142.199997,0
2018-02-15,143.899994,143.899994,143.899994,143.899994,143.899994,0
2018-02-16,146.100006,146.100006,146.100006,146.100006,146.100006,0
2018-02-19,147.000000,147.000000,147.000000,147.000000,147.000000,0
2018-02-20,145.899994,145.899994,145.899994,145.899994,145.899994,0
2018-02-21,147.000000,147.000000,147.000000,147.000000,147.000000,0
2018-02-22,147.100006,147.100006,147.100006,147.100006,147.100006,0
2018-02-23,146.300003,146.300003,146.300003,146.300003,146.300003,0
2018-02-26,147.000000,147.000000,147.000000,147.000000,147.000000,0
2018-02-27,147.899994,147.899994,147.899994,147.899994,147.899994,0
2018-02-28,147.100006,147.100006,147.100006,147.100006,147.100006,0
2018-03-01,147.399994,147.399994,147.399994,147.399994,147.399994,0
2018-03-02,145.000000,145.000000,145.000000,145.000000,145.000000,0
